,id,caption,description,moreInfo,bannerImage,eng
4021,6881,"Đến với văn phòng của ARTIUS, chắc hẳn ai cũng cảm nhận được luồng năng lượng rất sôi nổi",Những niềm vui nhỏ tại văn phòng Artius,Nơi khách hàng tìm được các giải pháp thiết kế nội thất mới,6881.jpg,"Coming to ARTIUS's office, surely everyone can feel the vibrant energy. Small joys at Artius' office. Where customers find new interior design solutions."
4022,6884,"Nhân đôi không gian sống Trang trí quán cà phê, nhà cửa, kệ sách, quần áo, đầu giường...",Mức giá ưu đãi!,Hộp pallet gỗ thông nhập khẩu mới đã xử lý mối mọt.,6884.jpg,"Double your living space Decorate cafes, houses, bookshelves, clothes, bedside tables... Preferential prices! New imported pine wood pallet box, termite treated."
4023,6900,Lịch - Quà tặng không thể thiếu vào cuối năm,Món quà ý nghĩa của mỗi doanh nghiệp vào dịp cuối năm,Liên hệ ngay để được tư vấn,6900.jpg,Calendar - An indispensable gift at the end of the year A meaningful gift for every business at the end of the yearContact now for advice
4024,6908,"Cung cấp nội thất văn phòng, gia đình toàn quốc cho công trình mới hoặc   bổ sung",Nội thất Hòa Phát - Bảo Ngọc Giao hàng công trình toàn quốc,Mua sắm & Bán lẻ,6908.jpg,Providing office and home furniture nationwide for new or additional projectsHoa Phat Furniture - Bao Ngoc Delivering projects nationwideShopping & Retail
4025,6916,"Loại bàn làm việc di chuyển thông minh, nâng hạ khi cần được bà con mua nhiều giảm 60%",Jmc nội thất cao cấp,Thiết bị công nghệ,6916.jpg,"This type of desk that moves smartly, lifts and lowers when needed is widely purchased by people with 60% off. Jmc high-end furnitureTechnology equipment"
4026,6918,Công ty TNHH Nội Thất Hải Đường,Cửa kính cường lực,Cửa thép vân gỗ,6918.jpg,"Hai Duong Furniture Co., Ltd. Tempered glass doors, Wood grain steel doors"
4027,6929,Giao lưu và vận chuyển trên toàn quốc,Bàn ghế cho mọi nhà,Xóm 12 xã Hải Anh huyện Hải Hậu tỉnh Nam Định,6929.jpg,"Exchange and transport nationwide Tables and chairs for every home Hamlet 12, Hai Anh commune, Hai Hau district, Nam Dinh province"
4028,6935,Tặng 12.000 hộp hamomax cho người mỡ máu mỡ gan,Hamomax,Hỗ trợ giảm mỡ máu mỡ gan,6935.jpg,"Giving away 12,000 boxes of hamomax to people with blood fat and liver fat Hamomax Supports reducing blood fat and liver fat"
4029,6940,Viêm gan sẽ không cần tốn quá nhiều chi phí nếu bà con biết đến cách đơn giản tại nhà này.,Có lẽ ta không còn buồn về gan,Sản phẩm không phải thuốc không có tác dụng thay thế thuốc,6940.jpg,Hepatitis will not cost too much if people know this simple home remedy. Maybe we will no longer be sad about our liver. The product is not a medicine and cannot replace medicine.
4030,6947,"Giá bán và cách dùng hiệu quả viên sủi Hasach để ổn định cho người bị mỡ máu, mỡ gan",Để lại số điện thoại nhận ưu đãi,Sản phẩm không phải là thuốc không có tác dụng thay thế,6947.jpg,Selling price and effective use of Hasach effervescent tablets to stabilize people with blood fat and liver fat. Leave a phone number to receive incentives. The product is not a medicine and has no substitute effect.
4031,6950,"Xơ gan, men gan cao, viêm gan! Tôi chỉ cách này!",Để số điện thoại nhận chỉ cách!,"Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",6950.jpg,"Cirrhosis, high liver enzymes, hepatitis! I show you this way! Leave your phone number to receive instructions! The product is not a medicine, does not replace medicine"
4032,6953,"Hạ mỡ máu, giải độc gan, thanh lọc cơ thể, phòng tránh biến chứng nhờ dùng ngay cách này.",Đều đặn 2 lần/ngày không lo biến chứng mỡ máu.,Sản phẩm không phải là thuốc không thay thế thuốc chữa bệnh.,6953.jpg,"Lower blood fat, detoxify the liver, purify the body, and prevent complications by using this method immediately. Regularly twice a day without worrying about blood fat complications. The product is not a medicine and does not replace medicine."
4033,6962,Bày cho người thân bị vấn đề về gan cách này nhé Phương pháp thảo dược dễ dàng sử dụng.,Nhận báo giá tự động,"Sản phẩm không phải thuốc, không có tác dụng thay thế thuốc",6962.jpg,Show this to your loved ones with liver problems. Herbal method is easy to use. Receive an automatic quote. The product is not a medicine and does not replace medicine.
4034,6980,Ánh sáng mới cho người mỡ máu mỡ gan. Dành ra 3 phút đọc và áp dụng ngay để không hối hận.,Dùng 2 lần/ngày.,"Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",6980.jpg,New light for people with blood fat and liver fat. Take 3 minutes to read and apply immediately so you won't regret it. Use twice a day. The product is not a medicine and does not replace medicine.
4035,6990,"Viên uống bảo vệ tế bào gan an toàn, hiệu quả. Sản phầm được cấp bằng sáng chế của Mỹ.","Viêm gan, men gan cao, xơ gan","Sản phẩm này không phải là thuốc, không có tác dụng thay thế",6990.jpg,"Pills that protect liver cells are safe and effective. The product is patented by the US. Hepatitis, high liver enzymes, cirrhosis. This product is not a medicine and has no substitute effect."
4036,6997,Ai mỡ máu men gan cao áp dụng ngay cách này tránh biến chứng tê bì tay chân mờ mắt,Sản phẩm chính hãng 100% chỉ với 1 ngày 2 lần,Sản phẩm không phải là thuốc không tác dụng thay thế thuốc,6997.jpg,"Anyone with high blood fat and liver enzymes should immediately apply this method to avoid complications of numbness in the limbs and blurred vision. 100% genuine product, only 2 times a day. The product is not a medicine and has no effect as a substitute for medicine."
4037,6998,"Bị mỡ máu, nguy cơ cao biến chứng tim mạch thử nhiều cách chưa dứt. Nay đã  tìm ra cách.",Bỏ ra 3 phút xem ngay phương pháp này.,"Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",6998.jpg,"Having blood fat, high risk of cardiovascular complications, trying many methods but not getting rid of it. Now I've found a way. Spend 3 minutes to see this method right away. The product is not a medicine and does not replace medicine."
4038,7006,"Viêm gan, men gan cao, gan nhiễm mỡ, xơ gan Dù 5 hay 10 năm Để lại số điện thoại tôi giúp",Sử dụng đều đặn 2 lần mỗi ngày,"Sản phẩm không phải là thuốc, không có tác dụng thay thế",7006.jpg,"Hepatitis, high liver enzymes, fatty liver, cirrhosis Whether 5 or 10 years Leave your phone number and I will help Use regularly 2 times a day The product is not a medicine, has no substitute effect"
4039,7029,Sản phẩm vì sức khỏe người Việt dành cho bệnh gan nhờ sự kết hợp 2 thành phần quý,Đột phá thảo dược Việt,"Sản phẩm không phải thuốc, không có tác dụng thay thế thuốc",7029.jpg,"Product for Vietnamese people's health for liver disease thanks to the combination of 2 precious ingredients Vietnamese herbal breakthrough Product is not a medicine, does not have the effect of replacing medicine"
4040,7034,"Viêm ga, men gan cao, gây vàng mắt vàng da, mệt mỏi chán ăn Bỏ ra 5 phút xem ngay",Để lại SĐT nhận tư vấn miễn phí,"Sản phẩm không phải thuốc, không có tác dụng thay thế thuốc",7034.jpg,"Gas inflammation, high liver enzymes, causing yellow eyes, jaundice, fatigue, loss of appetite Spend 5 minutes and see now Leave your phone number to receive free consultation Product is not medicine, does not replace medicine"
4041,7041,"Men gan cao, gan mỡ, viêm gan gây mệt mỏi, chán ăn, buồn nôn Dành ngay 5p xem ngay",Sản phẩm không phải là thuốc không có tác dụng thay thế,Sản phẩm không phải là thuốc không có tác dụng thay thế,7041.jpg,"High liver enzymes, fatty liver, hepatitis cause fatigue, loss of appetite, nausea. Spend 5 minutes to see now. The product is not a medicine and has no substitute effect. The product is not a medicine, and has no substitute effect."
4042,7046,"Đau đầu tức ngực, chân tay tê bì, mỡ máu biến chứng dùng ngay Cholesdios.",Viên uống mỡ máu mỡ gan Choles Dios,"Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",7046.jpg,"Headache, chest tightness, numbness in limbs, blood fat complications, use Cholesdios immediately. Choles Dios liver fat and blood fat pills. The product is not a medicine and does not replace medicine."
4043,7050,"Người bị mỡ máu, men gan cao có thẻ bảo hiểm y tế vào đọc mà đăng ký ngay một hộp về.","Mỡ máu, men gan cao đọc ngay để không hối hận","Sản phẩm không phải là thuốc, không thay thế thuốc chữa bệnh",7050.jpg,People with high blood fat and high liver enzymes who have a health insurance card can read it and immediately sign up for a box. High blood fat and high liver enzymes read it right away so you don't regret it. The product is not a medicine and does not replace medicine.
4044,7053,"Sản phẩm đã được kiểm chứng lâm sàng... Duy nhất hôm nay, nhận ngay quà tặng",26.183 người đã đăng ký,"Sản phẩm không phải thuốc, không thay thế thuốc chữa bệnh",7053.jpg,"The product has been clinically tested... Only today, receive gifts immediately 26,183 people have registered Product is not medicine, does not replace medicine"
4045,7056,"Tri ân 11 năm đồng hành, chúng tôi tặng miễn phí cho khách hàng 11000 hộp","Hỗ trợ giảm mỡ máu, mỡ gan","Sản phẩm này không phải là thuốc, không thay thế thuốc",7056.jpg,"In gratitude for 11 years of companionship, we give customers 11,000 boxes for free. Supports reducing blood fat and liver fat. This product is not a medicine, and does not replace medicine."
4046,7065,Chị em nào sẹo rỗ lâu năm trị hoài không hết. Đăng ký nhận tư vấn miễn phí nhé.,Trị sẹo rỗ tận gốc chỉ 111k/lần,Sử dụng công nghệ laser hiện đại từ Hoa Kỳ để điều trị.,7065.jpg,Women who have pitted scars that haven't gone away for a long time can't be cured. Sign up to receive a free consultation. Treat pitted scars completely for only 111k/time. Use modern laser technology from the United States for treatment.
4047,7086,Đập tan định kiến nám lâu năm không thể chữa khỏi! Đăng ký ngay!,Đặt lịch ngay nhận ưu đãi 50%,Sạch nám - Sáng da - Ức chế tái phát tới 98%,7086.jpg,Smash the stereotype that long-term melasma cannot be cured! Register now! Book an appointment now and receive a 50% discount Clear melasma - Brighten skin - Inhibit recurrence by up to 98%
4048,7091,Gold plus mới 2020 - Gói làm mặt nữ hoàng,Voucher làm mặt nữ hoàng,650.000 đ,7091.jpg,"New Gold plus 2020 - Queen facial package Queen facial voucher Voucher650,000 VND"
4049,7105,Fami Spa là mộ trong những đơn vị phát triển dịch vụ Chăm sóc Mẹ Bé tại Việt Nam,Ưu đãi massage bầu 69.000đ,20 người,7105.jpg,"Fami Spa is one of the units that develop Mother and Baby Care services in Vietnam Pregnancy massage offer 69,000 VND for 20 people"
4050,7114,Trắng mịn và sạch sâu đến từng nang lông với các loại trái cây không ăn nắng,1 kiểu tẩy da chết hoá học bằng nguyên liệu thiên nhiên,"Áp dụng cho các liệu trình tắm trắng, tắm dưỡng ở nhà Mây",7114.jpg,"White, smooth and deep clean to each hair follicle with fruits that do not eat the sun. 1 type of chemical exfoliation with natural ingredients. Applicable for whitening and bathing treatments at the Cloud House."
4051,7131,Ưu đãi ngay 30 mẹ bầu tại Hồ Chí Minh trải nghiệm công nghệ chăm sóc mẹ bầu chỉ 450K,Giúp mẹ khỏe - con thông minh,Mẹ và thai nhi đều hài lòng 100%,7131.jpg,Special offer for 30 pregnant mothers in Ho Chi Minh to experience pregnant mother care technology for only 450K Helps mothers stay healthy - babies are smart Mother and fetus are both 100% satisfied
4052,7140,Macon Spa - vì sắc đẹp của bạn,MACON BEAUTY SPA,Spa - Làm đẹp,7140.jpg,Macon Spa - for your beauty MACON BEAUTY SPA Spa - Beauty
4053,7150,"Ưu đãi tháng cuối năm, dành riêng tháng 12  Triệt quầng thâm mắt - Tự tin đón Tết",Đăng ký tại đây,Dành 10 suất đăng ký nhanh nhất,7150.jpg,"Promotion for the last month of the year, only for December Eliminate dark eye circles - Confidently celebrate TetRegister hereReserve 10 fastest registration slots"
4054,7156,Hàng trăm suất làm đẹp Nails - Hair - Spa đang chờ bạn.  Chớp lấy ngay cơ hội.,Quay là trúng. Làm đẹp không lo về giá,Hệ thống Nails - Hair - Spa tại Việt Nam,7156.jpg,Hundreds of Nails - Hair - Spa beauty treatments are waiting for you. Grab the opportunity now. Spin and win. Beauty without worrying about priceNails - Hair - Spa system in Vietnam
4055,7157,"Miễn phí 60% các dịch vụ phun xăm mày, môi, mí cho 20 chị đăng ký sớm nhất chỉ từ 399k","Phun xăm mày, môi, mí chỉ từ 399k",Mỹ phẩm & Làm đẹp,7157.jpg,"60% free eyebrow, lip, and eyelid tattooing services for the first 20 women who register from only 399kEyebrow, lip, and eyelid tattooing only from 399kCosmetics & Beauty"
4056,7160,"Giảm mỡ toàn thân 800.000đ chỉ còn 199.000đ Bụng, eo, đùi, bắp tay 20/10 ưu đãi khủng 80%",Giảm từ 10 đến 15 cm vòng bụng,Duy nhất 30 suất ưu đãi. Đăng ký ngay kẻo lỡ,7160.jpg,"Reduce body fat from 800,000 VND to only 199,000 VND Abdomen, waist, thighs, biceps 10/20 Huge discount 80% Reduce from 10 to 15 cm waist circumference Only 30 offers. Register now before you miss out"
